shopId,shopName,shopLatitude,shopLongitude,SDAddress,SDCategory,SDConsumption,SDTelephone,SDRate,SDDeliciousRate,SDServiceRate,SDEnvRate,SDRateCount,SDWatchCount,SDBookmarkCount,shopUrl
125531,老如意手工水餃,24.83440001763,121.78123701771,宜蘭縣礁溪鄉礁溪路六段220號,麵食點心,153,03-988-5099,40,13,13,13,4,636374,13,http://www.ipeen.com.tw/shop/125531
40797,宜蘭餅食品公司,24.67692601838,121.76377201589,宜蘭縣羅東鎮純精路二段130號,休閒零食,178,03-954-9881,45,16,16,15,135,4129926,104,http://www.ipeen.com.tw/shop/40797
28880,正好鮮肉小籠包-原-正常鮮肉小籠包,24.7542410065,121.74739700561001,宜蘭縣宜蘭市泰山路25號之1(光復國小對面),麵食點心,67,03-932-5641,45,17,12,9,139,446565,796,http://www.ipeen.com.tw/shop/28880
123235,蘭城晶英酒店-紅樓中餐廳,24.753671005010002,121.75056000032,宜蘭縣宜蘭市民權路二段36號六樓,其它中式料理,862,03-910-1011,45,17,15,15,145,429024,661,http://www.ipeen.com.tw/shop/123235
33031,林場肉羹,24.68247700856,121.77127401067001,宜蘭縣羅東鎮中正北路109號,其他小吃,40,03-955-2736,45,13,9,8,169,271337,383,http://www.ipeen.com.tw/shop/33031
42367,柯氏蔥油餅-原礁溪蔥油餅,24.821180508050002,121.76974300833007,宜蘭縣礁溪鄉礁溪路四段128號,其他小吃,29,None,45,16,13,11,165,462724,499,http://www.ipeen.com.tw/shop/42367
35637,阿灶伯羊肉,24.67592501592,121.76860401571,宜蘭縣羅東鎮民權路(羅東夜市第1094號攤位),其他小吃,83,03-954-7736,45,15,10,8,128,268562,490,http://www.ipeen.com.tw/shop/35637
40317,奕順軒,24.67674701655,121.76585601237,宜蘭縣羅東鎮民權路160號,西點烘焙、麵包,182,03-955-0216,50,18,16,14,113,464386,227,http://www.ipeen.com.tw/shop/40317
43082,阿宗芋冰城,24.85932069627501,121.82556770982805,宜蘭縣頭城鎮青雲路三段267號,冰淇淋,43,039-77-1362,45,17,14,13,101,199750,349,http://www.ipeen.com.tw/shop/43082
1007950,義豐蔥油派,24.67775710079,121.76695401163994,宜蘭縣羅東鎮民生路130號,其他小吃,31,03-957-3018,45,16,12,10,86,170530,493,http://www.ipeen.com.tw/shop/1007950
657442,宜蘭山寨村,24.78043270888,121.73650071336999,宜蘭縣宜蘭市梅洲二路140號,情境主題餐廳,138,03-928-9933,45,13,12,15,101,210029,527,http://www.ipeen.com.tw/shop/657442
81702,Mr-Brown-Café-伯朗咖啡館-頭城城堡咖啡一館,24.8845760044,121.83919400670003,宜蘭縣頭城鎮外澳里8鄰石空路95號,複合式,147,0924-020-088,45,11,11,17,91,340943,198,http://www.ipeen.com.tw/shop/81702
66537,玻璃屋手作料理,24.75435500261,121.67623370069,宜蘭縣員山鄉湖西村隘界路154-6號,景觀餐廳,735,03-922-9898,45,16,14,15,68,607043,985,http://www.ipeen.com.tw/shop/66537
956260,四圍堡車站,24.83665530187,121.78587090468996,宜蘭縣礁溪鄉礁溪路七段76號,西點烘焙、麵包,173,03-987-1122,45,13,14,16,75,237292,601,http://www.ipeen.com.tw/shop/956260
30982,晶圓包心粉圓-創始店,24.67600500196,121.76798800687,宜蘭縣羅東鎮公園路126號公園夜市1078號,剉冰、豆花,47,03-954-4086,45,16,13,11,82,214029,274,http://www.ipeen.com.tw/shop/30982
72528,青山食藝料理餐廳,24.74523001527,121.74180901481,宜蘭縣宜蘭市宜中路21號,海鮮餐廳,792,03-933-1900,45,15,16,17,73,389218,670,http://www.ipeen.com.tw/shop/72528
1017400,樂禾烘焙手創坊-原幾之米菓子烘焙手創坊,24.82045520547,121.77083600699001,宜蘭縣礁溪鄉中山路一段220號,西點烘焙、麵包,96,03-988-7903,45,15,15,14,35,9320638,208,http://www.ipeen.com.tw/shop/1017400
86266,樂山溫泉拉麵,24.827146004059998,121.77229101358,宜蘭縣礁溪鄉礁溪路五段108巷1號,日式麵食專賣,174,03-988-8637,45,14,11,14,87,200908,475,http://www.ipeen.com.tw/shop/86266
40934,北門綠豆沙牛乳,24.76038200368,121.75345501924001,宜蘭縣宜蘭市中山路三段208號,飲料專賣店,52,03-932-2852,45,17,14,11,91,171105,439,http://www.ipeen.com.tw/shop/40934
