shopId,shopName,shopLatitude,shopLongitude,SDAddress,SDCategory,SDConsumption,SDTelephone,SDRate,SDDeliciousRate,SDServiceRate,SDEnvRate,SDRateCount,SDWatchCount,SDBookmarkCount,shopUrl
125531,老如意手工水餃,24.83440001763,121.78123701771,宜蘭縣礁溪鄉礁溪路六段220號,麵食點心,153,03-988-5099,40,13,13,13,4,636374,13,http://www.ipeen.com.tw/shop/125531
40797,宜蘭餅食品公司,24.67692601838,121.76377201589,宜蘭縣羅東鎮純精路二段130號,休閒零食,178,03-954-9881,45,16,16,15,135,4129926,104,http://www.ipeen.com.tw/shop/40797
28880,正好鮮肉小籠包-原-正常鮮肉小籠包,24.7542410065,121.74739700561001,宜蘭縣宜蘭市泰山路25號之1(光復國小對面),麵食點心,67,03-932-5641,45,17,12,9,139,446565,796,http://www.ipeen.com.tw/shop/28880
123235,蘭城晶英酒店-紅樓中餐廳,24.753671005010002,121.75056000032,宜蘭縣宜蘭市民權路二段36號六樓,其它中式料理,862,03-910-1011,45,17,15,15,145,429024,661,http://www.ipeen.com.tw/shop/123235
33031,林場肉羹,24.68247700856,121.77127401067001,宜蘭縣羅東鎮中正北路109號,其他小吃,40,03-955-2736,45,13,9,8,169,271337,383,http://www.ipeen.com.tw/shop/33031
42367,柯氏蔥油餅-原礁溪蔥油餅,24.821180508050002,121.76974300833007,宜蘭縣礁溪鄉礁溪路四段128號,其他小吃,29,None,45,16,13,11,165,462724,499,http://www.ipeen.com.tw/shop/42367
35637,阿灶伯羊肉,24.67592501592,121.76860401571,宜蘭縣羅東鎮民權路(羅東夜市第1094號攤位),其他小吃,83,03-954-7736,45,15,10,8,128,268562,490,http://www.ipeen.com.tw/shop/35637
40317,奕順軒,24.67674701655,121.76585601237,宜蘭縣羅東鎮民權路160號,西點烘焙、麵包,182,03-955-0216,50,18,16,14,113,464386,227,http://www.ipeen.com.tw/shop/40317
43082,阿宗芋冰城,24.85932069627501,121.82556770982805,宜蘭縣頭城鎮青雲路三段267號,冰淇淋,43,039-77-1362,45,17,14,13,101,199750,349,http://www.ipeen.com.tw/shop/43082
1007950,義豐蔥油派,24.67775710079,121.76695401163994,宜蘭縣羅東鎮民生路130號,其他小吃,31,03-957-3018,45,16,12,10,86,170530,493,http://www.ipeen.com.tw/shop/1007950
657442,宜蘭山寨村,24.78043270888,121.73650071336999,宜蘭縣宜蘭市梅洲二路140號,情境主題餐廳,138,03-928-9933,45,13,12,15,101,210029,527,http://www.ipeen.com.tw/shop/657442
81702,Mr-Brown-Café-伯朗咖啡館-頭城城堡咖啡一館,24.8845760044,121.83919400670003,宜蘭縣頭城鎮外澳里8鄰石空路95號,複合式,147,0924-020-088,45,11,11,17,91,340943,198,http://www.ipeen.com.tw/shop/81702
66537,玻璃屋手作料理,24.75435500261,121.67623370069,宜蘭縣員山鄉湖西村隘界路154-6號,景觀餐廳,735,03-922-9898,45,16,14,15,68,607043,985,http://www.ipeen.com.tw/shop/66537
956260,四圍堡車站,24.83665530187,121.78587090468996,宜蘭縣礁溪鄉礁溪路七段76號,西點烘焙、麵包,173,03-987-1122,45,13,14,16,75,237292,601,http://www.ipeen.com.tw/shop/956260
30982,晶圓包心粉圓-創始店,24.67600500196,121.76798800687,宜蘭縣羅東鎮公園路126號公園夜市1078號,剉冰、豆花,47,03-954-4086,45,16,13,11,82,214029,274,http://www.ipeen.com.tw/shop/30982
72528,青山食藝料理餐廳,24.74523001527,121.74180901481,宜蘭縣宜蘭市宜中路21號,海鮮餐廳,792,03-933-1900,45,15,16,17,73,389218,670,http://www.ipeen.com.tw/shop/72528
1017400,樂禾烘焙手創坊-原幾之米菓子烘焙手創坊,24.82045520547,121.77083600699001,宜蘭縣礁溪鄉中山路一段220號,西點烘焙、麵包,96,03-988-7903,45,15,15,14,35,9320638,208,http://www.ipeen.com.tw/shop/1017400
86266,樂山溫泉拉麵,24.827146004059998,121.77229101358,宜蘭縣礁溪鄉礁溪路五段108巷1號,日式麵食專賣,174,03-988-8637,45,14,11,14,87,200908,475,http://www.ipeen.com.tw/shop/86266
40934,北門綠豆沙牛乳,24.76038200368,121.75345501924001,宜蘭縣宜蘭市中山路三段208號,飲料專賣店,52,03-932-2852,45,17,14,11,91,171105,439,http://www.ipeen.com.tw/shop/40934
147,富美活海鮮,24.58315101518,121.86563801381,宜蘭縣蘇澳鎮海邊路111號,海鮮餐廳,362,03-996-2807,45,15,13,12,82,332971,244,http://www.ipeen.com.tw/shop/147
106307,賣捌所,24.755906014409998,121.75681801214999,宜蘭縣宜蘭市康樂路38號,懷舊主題,227,03-935-2493,45,13,13,18,58,130037,814,http://www.ipeen.com.tw/shop/106307
43825,冰雪複合式餐飲店,24.6757030062,121.77004200324001,宜蘭縣羅東鎮振泰街43號,剉冰、豆花,63,03-954-6853,45,17,12,11,71,272760,519,http://www.ipeen.com.tw/shop/43825
43598,樂屋日本料理,24.8572260008,121.82234500887,宜蘭縣頭城鎮西一巷15號,綜合日式料理,253,03-977-7525,45,15,11,9,66,271326,490,http://www.ipeen.com.tw/shop/43598
960634,宜蘭蘆花雞料理餐廳,24.68793268224644,121.82563195769622,宜蘭縣五結鄉季新村五濱路二段326號,海鮮餐廳,387,03-950-0599,45,16,15,14,62,10528663,155,http://www.ipeen.com.tw/shop/960634
44771,香雞城,24.757878019310002,121.7589450025,宜蘭縣宜蘭市聖後街7號,其他速食,139,03-936-0319,45,15,11,11,67,433297,212,http://www.ipeen.com.tw/shop/44771
54127,奕順軒-礁溪店,24.82690701882,121.77190900653,宜蘭縣礁溪鄉礁溪路五段96號,西點烘焙、麵包,213,03-987-6336,50,18,15,14,87,268440,207,http://www.ipeen.com.tw/shop/54127
35898,甕窯雞,24.83600600631,121.78354601845,宜蘭縣礁溪鄉礁溪路七段23號,山產野菜餐廳,338,0918-717-288,45,15,10,11,73,251863,243,http://www.ipeen.com.tw/shop/35898
93551,小熊書房,24.64536800714,121.73177200987001,宜蘭縣冬山鄉大埤二路123巷22、26號,咖啡專賣,260,03-951-0060,45,12,12,16,71,183839,256,http://www.ipeen.com.tw/shop/93551
37661,武暖,24.78156500059,121.77869700433999,宜蘭縣礁溪鄉武暖路121號,台菜餐廳,738,03-930-6757,45,16,15,14,55,322731,294,http://www.ipeen.com.tw/shop/37661
88653,魏姐包心粉圓-公園店,24.675983015889997,121.76909901612,宜蘭縣羅東鎮公園路95號,其他小吃,49,03-956-0528,45,17,15,14,70,2900124,111,http://www.ipeen.com.tw/shop/88653
631702,合盛太平,24.75931780263,121.75286570611,宜蘭縣宜蘭市中山路三段145號,複合式,224,03-936-0060,45,15,15,18,55,69416,528,http://www.ipeen.com.tw/shop/631702
31205,香廚米粉羹,24.675651266523605,121.7592532331443,宜蘭縣羅東鎮北成路一段122號,其他小吃,54,03-951-5546,45,15,12,10,61,120453,125,http://www.ipeen.com.tw/shop/31205
1072766,韓流辣炒年糕,24.6765741138,121.77048800877,宜蘭縣羅東鎮民生路55號,鹹酥雞、炸雞排,NULL,None,0,0,0,0,0,840152,0,http://www.ipeen.com.tw/shop/1072766
28928,黑店冰店,24.75211200001,121.75111701782,宜蘭縣宜蘭市神農路二段63號,剉冰、豆花,39,03-932-9382,45,17,13,11,64,164266,227,http://www.ipeen.com.tw/shop/28928
37846,十六崁瓜仔雞麵,24.75924401556,121.7531860104,宜蘭縣宜蘭市中山路三段154號,其他小吃,61,03-936-4797,45,15,11,9,55,112941,255,http://www.ipeen.com.tw/shop/37846
80497,宜蘭綠海咖啡,24.74584200687,121.74080900228999,宜蘭縣宜蘭市女中路三段293號,咖啡專賣,288,03-936-7868,45,16,19,16,47,222981,462,http://www.ipeen.com.tw/shop/80497
118,橘子咖啡庭園,24.73792603460849,121.6746109361191,宜蘭縣員山鄉枕山一村52號,咖啡專賣,227,03-922-0171,45,12,14,19,38,216428,558,http://www.ipeen.com.tw/shop/118
44889,烤肉風味,24.6766870789721,121.7690920946273,宜蘭縣羅東鎮公園路(羅東夜市1080號攤位),其他小吃,76,03-954-6325,45,15,12,10,42,100171,402,http://www.ipeen.com.tw/shop/44889
61009,30年老店-檸檬愛玉冰,24.75930301731,121.75319501313001,宜蘭縣宜蘭市中山路三段156號,飲料專賣店,36,03-935-8698,45,14,13,10,59,108589,212,http://www.ipeen.com.tw/shop/61009
27755,羊舖子,24.67591500471,121.76864701175,宜蘭縣羅東鎮民權路(羅東夜市1093攤位),食補藥膳餐廳,62,03-955-3520,45,15,11,8,60,121827,122,http://www.ipeen.com.tw/shop/27755
27664,味珍香卜肉店,24.66157801908,121.62161600502,宜蘭縣三星鄉三星路七段305號,台菜餐廳,136,03-989-2960,45,15,11,10,53,140968,112,http://www.ipeen.com.tw/shop/27664
38366,礁溪包子饅頭專賣店,24.82045800524,121.77089000202,宜蘭縣礁溪鄉中山路一段218號,麵食點心,75,03-988-2410,45,16,11,10,37,189415,431,http://www.ipeen.com.tw/shop/38366
618000,葉家香辣椒文創館,24.82729341959,121.77204531397994,宜蘭縣礁溪鄉礁溪路五段61號,休閒零食,117,03-988-2639,45,15,16,16,44,3820714,185,http://www.ipeen.com.tw/shop/618000
106246,大洲魚寮海鮮‧燒物,24.68763500959,121.71933500785,宜蘭縣三星鄉上將路二段888號,海鮮餐廳,1003,03-955-9110,45,17,17,18,38,103788,396,http://www.ipeen.com.tw/shop/106246
37965,羅東肉羹番,24.67641300705,121.76601300497,宜蘭縣羅東鎮民權路185-1號,其他小吃,65,03-954-0262,45,15,12,10,50,102254,125,http://www.ipeen.com.tw/shop/37965
56202,龍記牛肉麵,24.857691947894132,121.8225938549598,宜蘭縣頭城鎮纘祥路42號,麵食點心,193,03-977-7377,45,16,14,12,31,106794,487,http://www.ipeen.com.tw/shop/56202
51821,奕順軒-宜蘭店,24.7508460028,121.75073401648,宜蘭縣宜蘭市神農路二段17號,西點烘焙、麵包,152,03-933-4536,45,16,16,14,39,182286,86,http://www.ipeen.com.tw/shop/51821
1028564,合鴨米灶腳,24.82604551156,121.77053220126993,宜蘭縣礁溪鄉信義路23號,台菜餐廳,NULL,03-9886-730,45,15,15,13,9,1870427,31,http://www.ipeen.com.tw/shop/1028564
149,宜蘭渡小月餐廳,24.75124298238,121.74003698229001,宜蘭縣宜蘭市復興路三段58號,台菜餐廳,595,03-932-4414,45,17,15,14,39,2787261,173,http://www.ipeen.com.tw/shop/149
959530,礁溪庄櫻桃谷,24.83679030748,121.78581521302,宜蘭縣礁溪鄉礁溪路七段72號,北京菜,680,03-987-3222,45,16,13,14,37,2589628,135,http://www.ipeen.com.tw/shop/959530
33955,廖榮川米糕,24.583552004890002,121.86471300025994,宜蘭縣蘇澳鎮江夏路9號,筒仔米糕,62,03-996-3961,45,14,11,9,45,77006,111,http://www.ipeen.com.tw/shop/33955
37271,挪亞方舟美食旗艦店,24.692415017080002,121.77005201187,宜蘭縣五結鄉中正路一段230號(監理站斜對面),其他異國料理,474,03-957-3388,45,17,15,14,57,258029,145,http://www.ipeen.com.tw/shop/37271
57005,頭城火車站阿公蔥油餅,24.8593964016041,121.82222127980428,宜蘭縣頭城鎮城北里纘祥路59號,蔥油餅、蔥抓餅,27,None,45,17,14,12,33,199207,196,http://www.ipeen.com.tw/shop/57005
24627,久千代海鮮百匯餐廳,24.74970701655,121.74595301055,宜蘭縣宜蘭市復興路二段168號,複合式,526,03-933-4000,45,14,12,12,40,812465,364,http://www.ipeen.com.tw/shop/24627
939182,冰島雪花妹,24.756633108229998,121.75745800775005,宜蘭縣宜蘭市新民路32號,剉冰、豆花,45,03-935-6137,45,18,17,14,31,39930,115,http://www.ipeen.com.tw/shop/939182
37926,宜蘭大麵章,24.75719201365,121.75439401390001,宜蘭縣宜蘭市新民路24號,其他小吃,59,03-932-9652,45,16,12,10,37,219802,338,http://www.ipeen.com.tw/shop/37926
164,八甲休閒魚場,24.729898010019998,121.71282700830001,宜蘭縣員山鄉尚德村八甲路1-10號,海鮮餐廳,496,03-922-5990,45,15,13,15,43,184487,121,http://www.ipeen.com.tw/shop/164
51918,林記鮮肉小湯包,24.67717200471,121.77067100171,宜蘭縣羅東鎮長春路26巷6號,麵食點心,63,03-954-0736,45,16,14,12,32,59744,327,http://www.ipeen.com.tw/shop/51918
647090,樂山溫泉拉麵-公園店,24.83154311699,121.7755580184,宜蘭縣礁溪鄉公園路20號,日式麵食專賣,194,03-988-7225,45,11,11,13,40,44319,141,http://www.ipeen.com.tw/shop/647090
56931,義珍香烘焙坊,24.59614500689,121.8502670168,宜蘭縣蘇澳鎮中山路一段98-1號,西點烘焙、麵包,115,03-996-3034,45,17,13,11,35,177642,132,http://www.ipeen.com.tw/shop/56931
1053108,初樂-Café-de-Samuel,24.79770531418,121.78811960639,宜蘭縣礁溪鄉玉田村茅埔路17號,法式料理,365,03-987-0225,45,15,15,18,29,3481004,78,http://www.ipeen.com.tw/shop/1053108
951824,老街懷舊食堂,24.85755401145,121.8251530101,宜蘭縣頭城鎮青雲路三段177號,台菜餐廳,123,03-977-8199,45,16,14,16,28,46288,252,http://www.ipeen.com.tw/shop/951824
62153,礁溪八寶冬粉專賣店,24.82629000644,121.77308300284,宜蘭縣礁溪鄉中山路二段131號(太子廟旁),其他小吃,86,03-988-4665,45,12,11,10,36,71320,177,http://www.ipeen.com.tw/shop/62153
49416,野夫炊煙,24.75377701586,121.63628900108,宜蘭縣員山鄉雙埤路21-8號,山產野菜餐廳,448,03-922-8966,45,14,13,17,37,108775,158,http://www.ipeen.com.tw/shop/49416
48276,小春糕渣-卜肉-照燒皮蛋,24.67560181398,121.76900921212,宜蘭縣羅東鎮公園路100號,其他小吃,74,0937-454-218,45,13,13,10,43,92622,102,http://www.ipeen.com.tw/shop/48276
44923,阿公仔龍鳳腿,24.67721601262,121.76841100069,宜蘭縣羅東鎮民生路、興東路口,其他小吃,28,0911-828-258,45,13,12,10,31,64841,80,http://www.ipeen.com.tw/shop/44923
44433,鴨肉送,24.67452101359,121.76702601711,宜蘭縣羅東鎮中山西街113-1號,其他小吃,125,03-954-2481,45,14,10,10,20,41500,429,http://www.ipeen.com.tw/shop/44433
943190,蘭晶心作料理,24.749057019600002,121.77962211677999,宜蘭縣宜蘭市東港路6-41號,台菜餐廳,783,03-937-1234,45,17,15,16,28,5930428,88,http://www.ipeen.com.tw/shop/943190
106615,蘭陽老媽媽桶仔雞,24.78053001884,121.69634000481001,宜蘭縣員山鄉枕山村坡城路68號,其它中式料理,312,03-922-6639,45,16,13,12,25,174640,232,http://www.ipeen.com.tw/shop/106615
59525,小水牛冰店,24.74992331872,121.74366130254,宜蘭縣宜蘭市民族路385號,剉冰、豆花,66,03-933-0113,45,17,15,13,26,58401,243,http://www.ipeen.com.tw/shop/59525
991330,蟻窩咖啡館,24.67376871651,121.76701761598001,宜蘭縣羅東鎮興東南路271號,懷舊主題,317,0960-882-281,50,19,18,19,22,31424,185,http://www.ipeen.com.tw/shop/991330
603030,地中海CASA,24.5791020032,121.87224700106,宜蘭縣蘇澳鎮造船路102號,複合式,156,03-997-2722,45,15,15,18,23,43502,330,http://www.ipeen.com.tw/shop/603030
41379,陳茂庚魚丸米粉,24.74419001766,121.72505401891,宜蘭縣員山鄉員山路一段269號,其他小吃,56,03-922-3717,45,15,10,8,24,58959,146,http://www.ipeen.com.tw/shop/41379
84056,麻醬麵蛤蜊湯,24.856650013009997,121.824399003,宜蘭縣頭城鎮青雲路三段123號,麵食點心,83,03-977-4476,40,12,8,7,45,65596,127,http://www.ipeen.com.tw/shop/84056
43942,正三星蔥油餅,24.66157800791,121.62161601505001,宜蘭縣三星鄉三星路七段305號門口,其他小吃,43,0955-259-523,45,13,9,7,27,71478,23,http://www.ipeen.com.tw/shop/43942
599742,橘子咖啡,24.770683301423997,121.72263337188001,宜蘭縣員山鄉枕山一村19號3樓,複合式,227,03-923-0171,45,12,13,17,32,41806,125,http://www.ipeen.com.tw/shop/599742
150729,宜蘭東門夜市,24.758069011889997,121.75792700762,宜蘭縣宜蘭市新民路(東港橋下方),麵食點心,99,None,45,16,13,11,33,59544,65,http://www.ipeen.com.tw/shop/150729
87883,火山爆發雞,24.83662750656,121.78585121369,宜蘭縣礁溪鄉礁溪路七段39號,懷舊主題,282,039-888-119,45,15,10,10,31,98922,114,http://www.ipeen.com.tw/shop/87883
145413,海洋20M咖啡廳,24.57910610491,121.87243801807999,宜蘭縣蘇澳鎮造船路108號,景觀餐廳,205,03-997-3818,45,13,15,18,26,101638,322,http://www.ipeen.com.tw/shop/145413
38064,正常鮮肉小籠湯包-羅東店,24.672574002210002,121.76990500021999,宜蘭縣羅東鎮南門路7號,麵食點心,62,03-954-5309,45,17,14,10,32,92486,145,http://www.ipeen.com.tw/shop/38064
64347,LIVE食尚藝廊,24.754543003570003,121.77192100594,宜蘭縣宜蘭市環市東路二段708號,其它主題餐廳,621,03-938-8677,45,17,16,17,32,234211,159,http://www.ipeen.com.tw/shop/64347
91054,傳承蒜味肉羹,24.760685004389998,121.75230700179,宜蘭縣宜蘭市舊城北路148號,其他小吃,61,03-933-2428,45,14,11,11,35,33971,59,http://www.ipeen.com.tw/shop/91054
937668,Natural-天然-手作,24.583268952347204,121.86553854244436,宜蘭縣蘇澳鎮海邊路129號,冰淇淋,61,03-995-5663,45,18,18,18,21,40099,232,http://www.ipeen.com.tw/shop/937668
137687,天ㄟ咖啡,24.64563400491,121.73263401669,宜蘭縣冬山鄉大埤二路75巷26號,景觀餐廳,205,03-961-5605,45,14,15,18,33,214641,196,http://www.ipeen.com.tw/shop/137687
70941,阿婆蔥油餅,24.66181711096,121.62167201630001,宜蘭縣三星鄉天福村三星路七段318號,其他小吃,34,03-989-2203,45,15,14,9,31,47267,51,http://www.ipeen.com.tw/shop/70941
33957,張秀雄鹹米苔目,24.67625500631,121.76948200748,宜蘭縣羅東鎮公園路136號,其他小吃,81,03-954-7533,45,19,14,12,18,85963,326,http://www.ipeen.com.tw/shop/33957
1040598,龍座咖啡,24.62589420782,121.74291820604,宜蘭縣冬山鄉中山村舊寮路73巷33號,景觀餐廳,314,None,45,13,14,18,26,83277,94,http://www.ipeen.com.tw/shop/1040598
22287,火水私坊,24.626370008120002,121.74226201222,宜蘭縣冬山鄉舊寮路73巷33號,景觀餐廳,763,03-958-5333,45,15,18,19,13,227681,746,http://www.ipeen.com.tw/shop/22287
606860,林北烤好串燒居酒屋,24.828230009570003,121.77410100492,宜蘭縣礁溪鄉溫泉路48號,居酒屋,495,03-988-6531,45,16,14,14,29,64738,397,http://www.ipeen.com.tw/shop/606860
56208,吳記花生捲冰淇淋,24.82144460942528,121.7698860226057,宜蘭縣礁溪鄉礁溪鄉礁溪路四段，礁溪國小正對面,其他小吃,46,0919-214-781,45,17,12,11,33,65732,124,http://www.ipeen.com.tw/shop/56208
119579,金珠蔥油餅,24.633891130576192,121.79132223563272,宜蘭縣冬山鄉冬山路一段986巷,其他小吃,32,0926-825-349,45,17,15,12,16,25024,409,http://www.ipeen.com.tw/shop/119579
43743,宜蘭滷之鄉,24.827535010130003,121.77200700251001,宜蘭縣礁溪鄉礁溪路五段69號,其他小吃,109,03-987-4600,45,15,13,14,34,75381,113,http://www.ipeen.com.tw/shop/43743
33954,信利號貓耳,24.75800100547,121.75245400902,宜蘭縣宜蘭市文昌路8號,其他小吃,40,03-933-1702,45,14,12,10,23,83118,164,http://www.ipeen.com.tw/shop/33954
80144,礁溪老爺大酒店-雲天自助餐廳,24.82743500003,121.75703101391,宜蘭縣礁溪鄉大忠村五峰路69號B1,複合式,837,03-988-6288#8128,45,16,17,17,30,78673,32,http://www.ipeen.com.tw/shop/80144
40663,宜蘭嘟好燒,24.757953089525685,121.7588085027042,宜蘭縣宜蘭市聖後街30號,其他小吃,34,0933-242-981,45,16,15,12,23,76138,97,http://www.ipeen.com.tw/shop/40663
56204,頂埔阿嬤蔥油餅,24.84520234504785,121.80782318433235,宜蘭縣頭城鎮青雲路二段與台191線的交叉口,麵食點心,30,03-978-9234,45,17,14,12,27,123252,99,http://www.ipeen.com.tw/shop/56204
953522,駿懷舊餐館,24.66944240364,121.76518290088,宜蘭縣羅東鎮純精路一段53號,台菜餐廳,288,03-961-5168,45,15,14,17,24,79676,103,http://www.ipeen.com.tw/shop/953522
41919,掌上明珠會館,24.79385401838,121.80151901141,宜蘭縣壯圍鄉美城村大福路二段102號,其他日式料理,1282,03-930-8988,45,17,18,18,25,100587,148,http://www.ipeen.com.tw/shop/41919
944116,來來牛排館,24.67341520016,121.80777910483006,宜蘭縣五結鄉親河路二段157號,美式料理,254,03-950-2534,45,14,15,16,33,34416,94,http://www.ipeen.com.tw/shop/944116
47027,紅豆湯圓,24.67488101515,121.77036101732,宜蘭縣羅東鎮中山路三段180號,飲料專賣店,28,03-954-8328,45,17,12,10,18,119380,167,http://www.ipeen.com.tw/shop/47027
939110,古堡party餐廳,24.68468000131,121.81233800267995,宜蘭縣五結鄉孝威南路42號,現場演奏餐廳,509,0978-633-271,45,15,17,18,22,88754,189,http://www.ipeen.com.tw/shop/939110
988276,米嵐義式屋,24.747984518790002,121.74996050838,宜蘭縣宜蘭市神農路一段162號,義式料理,NULL,03-935-3158,45,14,13,14,21,3552881,26,http://www.ipeen.com.tw/shop/988276
101902,諾貝爾蛋糕-礁溪店,24.81943301792,121.7690540079,宜蘭縣礁溪鄉礁溪路四段68號,西點烘焙、麵包,209,03-988-5919,45,17,14,15,26,40070,91,http://www.ipeen.com.tw/shop/101902
585025,藍屋餐廳,24.753130305019997,121.751512413,宜蘭縣宜蘭市神農路二段117號(新月廣場旁),複合式,353,03-936-8282,45,15,15,18,23,45742,90,http://www.ipeen.com.tw/shop/585025
84984,大成羊排麵-牛肉麵,24.75640180168,121.75750590247007,宜蘭縣宜蘭市新民路31號,其他小吃,114,03-936-9007,45,18,14,13,22,137396,148,http://www.ipeen.com.tw/shop/84984
987520,朝日吐司部,24.676854600219997,121.76647261996,宜蘭縣羅東鎮中華路29-5號,其他類型早餐,96,03-956-6629,45,16,14,15,15,215588,372,http://www.ipeen.com.tw/shop/987520
979116,好好Kaffe,24.67255301654,121.76527501098,宜蘭縣羅東鎮成功街32號,西式早餐,290,03-955-8281,45,13,15,16,18,2605870,112,http://www.ipeen.com.tw/shop/979116
81589,赤炸風雲-羅東店,24.676015013649998,121.76781500752,宜蘭縣羅東鎮民權路(夜市攤位1107號),其他小吃,61,03-954-7500,45,13,13,11,27,1271751,46,http://www.ipeen.com.tw/shop/81589
967140,田媽媽蔥蒜美食館,24.668619865425885,121.65214064497123,宜蘭縣三星鄉義德村中山路31號,台菜餐廳,304,03-989-4656,45,14,12,12,5,5661612,12,http://www.ipeen.com.tw/shop/967140
595974,堯川居酒屋,24.830010000810002,121.77365900832,宜蘭縣礁溪鄉健康路38號,居酒屋,770,03-9883-258,45,18,16,15,9,65234,466,http://www.ipeen.com.tw/shop/595974
992698,差不多御藏私坊,24.68777561588,121.76583411997001,宜蘭縣羅東鎮復興路二段109號,其它主題餐廳,662,03-955-2682,45,16,15,15,16,229004,213,http://www.ipeen.com.tw/shop/992698
58197,香料廚房-員山店,24.72155300099,121.73826501687999,宜蘭縣員山鄉七賢路59號,其它主題餐廳,271,03-922-0928,45,15,15,15,22,94580,100,http://www.ipeen.com.tw/shop/58197
49995,正常鮮肉小籠湯包,24.750757119520003,121.75624601544003,宜蘭縣宜蘭市宜興路一段102號,麵食點心,67,03-931-5932,45,16,10,8,23,40277,62,http://www.ipeen.com.tw/shop/49995
35672,卜鴨,24.67511700251,121.76891400267,宜蘭縣羅東鎮中山路三段209號,其他小吃,46,03-956-5426,45,15,11,10,19,56803,76,http://www.ipeen.com.tw/shop/35672
150559,光宅238,24.75081101546,121.74414500957,宜蘭縣宜蘭市文化里宜中路238號,咖啡專賣,210,03-931-1238,45,16,15,17,20,34983,139,http://www.ipeen.com.tw/shop/150559
120737,芭樂狗-Mr-Balagov-Eastern-European-Foods-Cafe,24.74970701707,121.74595301619,宜蘭縣宜蘭市復興路二段168-1號,其他異國料理,380,03-935-1655,45,16,14,16,20,37245,111,http://www.ipeen.com.tw/shop/120737
617934,DUCK-DOCK飛行碼頭,24.64575911202,121.72926600535,宜蘭縣冬山鄉得安村大埤二路176號,義式料理,275,03-951-1767,45,16,18,19,22,39898,121,http://www.ipeen.com.tw/shop/617934
40887,廣興做粿,24.66969001407,121.74898101255,宜蘭縣冬山鄉廣興路205號,其他小吃,65,03-951-2224,45,16,12,11,20,57189,71,http://www.ipeen.com.tw/shop/40887
618392,阿信師芋冰城,24.858685905770002,121.82622301393,宜蘭縣頭城鎮青雲路三段268號,冰淇淋,28,0955-880-875,45,14,14,13,19,21346,17,http://www.ipeen.com.tw/shop/618392
1015888,CAFE-SLOW-TRAIN小火車咖啡館,24.753863846554015,121.75652207899316,宜蘭縣宜蘭市和睦路六巷23號,咖啡專賣,232,03-931-0623,45,15,15,18,19,118130,64,http://www.ipeen.com.tw/shop/1015888
49295,勝洋水草餐廳,24.728602018969998,121.70445901743,宜蘭縣員山鄉尚德村八甲路15-1號,山產野菜餐廳,416,03-922-2487,45,12,10,13,23,68673,59,http://www.ipeen.com.tw/shop/49295
1044616,熊飽鍋物,24.739581412689997,121.75282861633,宜蘭縣宜蘭市公園路435號,其它主題餐廳,602,None,45,17,17,18,18,19133,23,http://www.ipeen.com.tw/shop/1044616
39186,阿通伯飛虎魚丸,24.582350006520002,121.86658701704998,宜蘭縣蘇澳鎮漁港路73號,其他小吃,85,03-996-3985,45,15,12,10,23,57689,67,http://www.ipeen.com.tw/shop/39186
153995,東方紅鐵板創意料理,24.83057501738,121.77511400355,宜蘭縣礁溪鄉健康路36號,鐵板燒,1569,03-987-2699,45,20,19,18,22,50952,100,http://www.ipeen.com.tw/shop/153995
97,角烙咖啡,24.6722130014,121.77657801142,宜蘭縣羅東鎮羅莊街425號,咖啡專賣,266,03-956-7212,45,14,12,14,23,102016,78,http://www.ipeen.com.tw/shop/97
50266,彭蔥油餅,24.75805350051717,121.75879962145838,宜蘭縣宜蘭市東門夜市口,其他小吃,29,0913-505-545,45,16,13,11,18,43294,46,http://www.ipeen.com.tw/shop/50266
147053,王品豆花,24.75725101172,121.75498701261,宜蘭縣宜蘭市新民路121號,剉冰、豆花,33,None,45,16,14,15,18,19684,259,http://www.ipeen.com.tw/shop/147053
46115,羅東祥瑞渡小月,24.677309539463607,121.763053492313,宜蘭縣羅東鎮培英路2號,海鮮餐廳,663,03-951-1615,45,16,14,13,17,74231,38,http://www.ipeen.com.tw/shop/46115
942192,湯蒸火鍋,24.668234105939998,121.81966261539002,宜蘭縣五結鄉親河路一段140號,涮涮鍋,336,03-950-8657,45,19,16,16,19,45787,86,http://www.ipeen.com.tw/shop/942192
61161,順進蜜餞行,24.63344401573,121.71319700324999,宜蘭縣冬山鄉大進路438號,休閒零食,121,03-951-2263,45,16,14,11,19,94787,39,http://www.ipeen.com.tw/shop/61161
70277,華記龍鳳腿-羅東夜市店,24.676007089766852,121.76873535750832,宜蘭縣羅東鎮民權路(羅東夜市內7-11&康是美前),其他小吃,24,None,45,14,13,8,16,27585,161,http://www.ipeen.com.tw/shop/70277
608574,謝師父上菜創意料理,24.669924008130003,121.76167301464997,宜蘭縣羅東鎮成功街166號,其它中式料理,1025,03-961-3828,45,18,18,18,17,2208418,60,http://www.ipeen.com.tw/shop/608574
46185,鴨肉送-冬山店,24.66956301318,121.74649400251,宜蘭縣冬山鄉廣興路322號,麵食點心,115,03-951-2162,45,14,11,9,19,46450,39,http://www.ipeen.com.tw/shop/46185
30744,皇家貴族派-民生總店,24.677680014489997,121.76632601198001,宜蘭縣羅東鎮民生路97號,鹹酥雞、炸雞排,47,03-955-3335,45,17,14,13,16,72765,67,http://www.ipeen.com.tw/shop/30744
