shopId,shopName,shopLatitude,shopLongitude,SDAddress,SDCategory,SDConsumption,SDTelephone,SDRate,SDDeliciousRate,SDServiceRate,SDEnvRate,SDRateCount,SDWatchCount,SDBookmarkCount,shopUrl
125531,???????,24.83440002,121.781237,???????????220?,????,153,03-988-5099,40,13,13,13,4,636374,13,http://www.ipeen.com.tw/shop/125531
40797,???????,24.67692602,121.763772,???????????130?,????,178,03-954-9881,45,16,16,15,135,4129926,104,http://www.ipeen.com.tw/shop/40797
28880,???????-?-???????,24.75424101,121.747397,?????????25??1(??????),????,67,03-932-5641,45,17,12,9,139,446565,796,http://www.ipeen.com.tw/shop/28880
123235,??????-?????,24.75367101,121.75056,???????????36???,??????,862,03-910-1011,45,17,15,15,145,429024,661,http://www.ipeen.com.tw/shop/123235
33031,????,24.68247701,121.771274,??????????109?,????,40,03-955-2736,45,13,9,8,169,271337,383,http://www.ipeen.com.tw/shop/33031
42367,?????-??????,24.82118051,121.769743,???????????128?,????,29,None,45,16,13,11,165,462724,499,http://www.ipeen.com.tw/shop/42367
35637,?????,24.67592502,121.768604,?????????(?????1094???),????,83,03-954-7736,45,15,10,8,128,268562,490,http://www.ipeen.com.tw/shop/35637
40317,???,24.67674702,121.765856,?????????160?,???????,182,03-955-0216,50,18,16,14,113,464386,227,http://www.ipeen.com.tw/shop/40317
43082,?????,24.8593207,121.8255677,???????????267?,???,43,039-77-1362,45,17,14,13,101,199750,349,http://www.ipeen.com.tw/shop/43082
1007950,?????,24.6777571,121.766954,?????????130?,????,31,03-957-3018,45,16,12,10,86,170530,493,http://www.ipeen.com.tw/shop/1007950
657442,?????,24.78043271,121.7365007,??????????140?,??????,138,03-928-9933,45,13,12,15,101,210029,527,http://www.ipeen.com.tw/shop/657442
81702,Mr-Brown-Café-?????-????????,24.884576,121.839194,?????????8????95?,???,147,0924-020-088,45,11,11,17,91,340943,198,http://www.ipeen.com.tw/shop/81702
66537,???????,24.754355,121.6762337,????????????154-6?,????,735,03-922-9898,45,16,14,15,68,607043,985,http://www.ipeen.com.tw/shop/66537
956260,?????,24.8366553,121.7858709,???????????76?,???????,173,03-987-1122,45,13,14,16,75,237292,601,http://www.ipeen.com.tw/shop/956260
30982,??????-???,24.676005,121.767988,?????????126?????1078?,?????,47,03-954-4086,45,16,13,11,82,214029,274,http://www.ipeen.com.tw/shop/30982
72528,????????,24.74523002,121.741809,?????????21?,????,792,03-933-1900,45,15,16,17,73,389218,670,http://www.ipeen.com.tw/shop/72528
1017400,???????-???????????,24.82045521,121.770836,???????????220?,???????,96,03-988-7903,45,15,15,14,35,9320638,208,http://www.ipeen.com.tw/shop/1017400
86266,??????,24.827146,121.772291,???????????108?1?,??????,174,03-988-8637,45,14,11,14,87,200908,475,http://www.ipeen.com.tw/shop/86266
40934,???????,24.760382,121.753455,???????????208?,?????,52,03-932-2852,45,17,14,11,91,171105,439,http://www.ipeen.com.tw/shop/40934
147,?????,24.58315102,121.865638,?????????111?,????,362,03-996-2807,45,15,13,12,82,332971,244,http://www.ipeen.com.tw/shop/147
106307,???,24.75590601,121.756818,?????????38?,????,227,03-935-2493,45,13,13,18,58,130037,814,http://www.ipeen.com.tw/shop/106307
